,city,state,shape,year,month,day,season,Credible,military_base_dist,airport_dist,temp,rain,vis,thunder,fog,tornado,snow,movies_released
47,5948,10,0,10,9,9,0,1,5395.847911818814,3.4364208069399917,0.526939561907409,0,-0.7719001566491541,0,0,0,0,24
48,1511,5,0,10,9,9,0,0,4377.30884693421,0.933428161752825,-0.69904354487209,0,4.26255604896205,0,0,0,0,24
49,2941,9,15,10,9,9,0,0,5483.152749306613,0.8696541905238222,0.588238717246384,0,-0.7719001566491541,0,0,0,0,24
50,2884,4,13,10,9,9,0,1,3300.074014247641,2.613820207331161,-0.4334138717365321,0,0.0642725003381733,0,0,0,0,24
51,4601,34,16,10,9,9,0,1,6428.437216178759,3.1908675339652834,0.526939561907409,0,0.0642725003381733,0,0,0,0,24
52,1581,38,3,10,9,9,0,1,6380.061279777429,5.660844729011548,0.6291048208057011,0,0.0642725003381733,0,0,0,0,24
53,2800,43,10,10,9,9,0,0,4270.0502560028635,0.4473099604272552,0.700620502034505,0,0.0642725003381733,0,0,0,0,24
54,1604,23,11,10,9,9,0,1,5655.117432416073,9.31679970993584,-0.903374062668674,0,0.0642725003381733,0,0,0,0,24
55,2015,5,3,10,9,9,0,1,4571.482598884599,20.8251166453468,-0.382331242287386,0,0.0642725003381733,0,0,0,0,24
56,4335,23,11,11,9,9,0,1,5509.96684048147,3.313594686981608,-0.69904354487209,0,0.0642725003381733,0,0,0,0,28
57,5702,34,3,11,9,9,0,1,6632.621360765855,4.931955620240503,-0.668393967202603,0,0.0642725003381733,0,0,0,0,28
58,876,33,6,11,9,9,0,1,4030.892544543064,28.966748115078737,-2.20087285067698,0,0.0642725003381733,0,0,0,0,28
59,1905,15,10,11,9,9,0,0,5364.706362485002,0.9198594459301892,-0.5560121824144821,0,0.0642725003381733,0,0,0,0,28
60,43,34,13,11,9,9,0,0,6641.809624127201,1.4863699309910792,-0.5560121824144821,0,0.0642725003381733,0,0,0,0,28
61,2145,4,16,11,9,9,0,0,3562.482787117884,0.6621437340063504,0.118278526314242,0,4.26255604896205,0,0,0,0,28
62,6889,3,16,11,9,9,0,0,3260.964072180402,1.5552994761693282,1.4362103661022,0,0.0642725003381733,0,0,0,0,28
63,5757,15,11,11,9,9,0,0,5679.043492679364,0.2747874732426606,0.240876836992192,0,0.0642725003381733,0,0,0,0,28
64,3171,23,10,11,9,9,0,1,5486.9511319774465,5.793057152747952,0.189794207543047,0,0.0642725003381733,0,0,0,0,28
65,4792,38,13,11,9,9,0,0,6420.431648577184,0.5568335304982175,0.414557777119288,0,0.0642725003381733,0,0,0,0,28
66,5525,47,11,11,9,9,0,0,3869.6855248386187,0.2196561747369401,-0.5560121824144821,0,0.0642725003381733,0,0,0,0,28
67,5022,5,11,11,9,9,0,1,4265.731846300378,2.637320629525766,-0.0451858879230241,0,0.0642725003381733,0,0,0,0,28
68,1105,35,13,11,9,9,0,1,5663.928089674125,4.8055113199642365,-0.157567672711145,0,0.0642725003381733,0,0,0,0,28
69,5391,4,6,11,9,9,0,0,3163.4851306655846,0.5042338688387726,0.240876836992192,0,0.0642725003381733,0,0,0,0,28
70,3573,48,3,11,9,9,0,0,5555.424953749761,0.8310337432300605,-0.321032086948412,0,0.0642725003381733,0,0,0,0,28
71,1194,35,15,11,9,9,0,1,5724.418995610142,5.793495472046193,0.0774124227549258,0,0.0642725003381733,0,0,0,0,28
72,127,4,11,12,9,9,0,0,3255.61126028128,1.5272290345146298,0.0774124227549258,0,0.0642725003381733,0,0,0,0,28
73,6737,27,11,12,9,9,0,1,5960.887607816939,6.348033128864625,0.7517031314836501,0,0.0642725003381733,0,0,0,0,28
74,3340,45,6,12,9,9,0,1,6194.635131753323,4.213629135972393,-0.0860519914823407,0,0.0642725003381733,0,0,0,0,28
75,3852,15,0,12,9,9,0,0,5635.70165071455,0.5370073732708738,-1.2916020464821798,0,0.0642725003381733,0,0,0,0,28
76,1404,4,11,12,9,9,0,1,3537.1367131737,3.0667535642461683,-0.208650302160291,0,0.0642725003381733,0,0,0,0,28
77,4542,34,11,13,9,9,0,1,6275.618203052281,8.879795213312581,-1.0668384769059398,0,0.0642725003381733,0,0,0,0,26
78,2550,38,3,13,9,9,0,1,6299.01746131048,1.7448065893151707,-0.719476596651749,0,0.0642725003381733,0,0,0,0,26
79,5919,40,10,13,9,9,0,1,5563.436809923443,8.950709430559018,0.0161132674159509,0,0.0642725003381733,0,0,0,0,26
80,2432,6,11,13,9,9,0,1,6584.998025451345,8.000445437049128,0.189794207543047,0,0.0642725003381733,0,0,0,0,26
81,4338,40,11,13,9,9,0,1,5731.011507673601,7.777687215498116,1.37491121076323,0,0.0642725003381733,0,0,0,0,26
82,676,6,11,13,9,9,0,0,6623.750238006125,0.6690027924395081,0.414557777119288,0,0.0642725003381733,0,0,0,0,26
83,1113,37,16,13,9,9,0,0,3840.034498112475,1.0855552065674556,-0.157567672711145,0,0.0642725003381733,0,0,0,0,26
84,5383,43,13,13,9,9,0,0,3987.8972110935933,0.4318416202363571,1.15014764118699,0,0.0642725003381733,0,0,0,0,26
85,6751,6,8,13,9,9,0,1,6694.531670050439,2.8099402632907333,-0.157567672711145,0,0.0642725003381733,0,0,0,0,26
86,43,34,3,13,9,9,0,0,6641.809624127201,1.4863699309910792,-0.382331242287386,0,0.0642725003381733,0,0,0,0,26
87,3846,9,0,13,9,9,0,0,5463.983731285207,1.2086069639599673,0.976466701059892,0,0.0642725003381733,0,0,0,0,26
88,6231,34,16,14,9,9,0,1,6649.866282523927,4.300434045725508,-0.208650302160291,0,0.0642725003381733,0,0,0,0,26
89,229,34,3,14,9,9,0,1,6195.830202655673,2.4865856363946204,0.0161132674159509,0,0.0642725003381733,0,0,0,0,26
90,4356,39,13,14,9,9,0,1,6774.674641421108,4.791436354344811,1.37491121076323,0,0.0642725003381733,0,0,0,0,26
91,2447,6,6,14,9,9,0,0,6719.112520539082,1.5297899095553853,0.976466701059892,0,0.0642725003381733,0,0,0,0,26
92,3789,45,11,14,9,9,0,1,6145.263322222698,6.880482531510786,0.6291048208057011,0,0.0642725003381733,0,0,0,0,26
93,3865,6,8,14,9,9,0,0,6682.582723208427,0.8981789803227852,0.0161132674159509,0,0.0642725003381733,0,0,0,0,26
94,3265,35,8,14,9,9,0,1,5986.124690523875,4.094826561484704,-0.0962685173721699,0,0.0642725003381733,0,0,0,0,26
95,6874,38,3,14,9,9,0,1,6297.610986570534,2.1197616700657864,-0.392547768177216,0,-2.18294151531527,0,0,0,0,26
96,4373,29,3,14,9,9,0,0,4721.323091044807,0.5496502616322725,-0.4947130270755071,0,0.0642725003381733,0,0,0,0,26
97,6541,35,16,14,9,9,0,1,5711.745574885234,4.064639029068084,0.240876836992192,0,0.0642725003381733,0,0,0,0,26
98,676,6,3,15,9,9,0,0,6623.750238006125,0.6690027924395081,-0.188217250380632,1,-1.3467688583279398,0,0,0,0,29
99,5391,4,15,15,9,9,0,0,3163.4851306655846,0.5042338688387726,0.526939561907409,0,0.0642725003381733,0,0,0,0,29
100,5938,22,13,15,9,9,0,1,5957.4838818437265,9.010521226400297,-0.790992277880553,0,0.0642725003381733,0,0,0,0,29
101,6065,34,3,15,9,9,0,0,6480.0257351474365,0.840499526648302,-0.6070948118636279,0,0.0642725003381733,0,0,0,0,29
102,1218,5,11,15,9,9,0,1,4305.335207930721,1.9934215790023189,-0.668393967202603,0,0.0642725003381733,0,0,0,0,29
103,4035,1,0,15,9,9,0,1,5085.7090908700875,3.405781955225998,0.302175992331167,0,0.0642725003381733,0,0,0,0,29
104,4245,34,6,15,9,9,0,0,6542.839558558659,0.5980270454193652,0.976466701059892,0,0.0642725003381733,0,0,0,0,29
105,3300,32,8,15,9,9,0,1,3628.8305628653557,1.9756812199383031,0.7210535538141629,0,0.0642725003381733,0,0,0,0,29
106,3670,14,11,15,9,9,0,1,5247.815167841798,2.46228705758678,-0.903374062668674,0,0.0642725003381733,0,0,0,0,29
107,4798,3,15,15,9,9,0,0,3444.9888313844845,0.7175736850823705,1.37491121076323,0,0.0642725003381733,0,0,0,0,29
108,6854,47,11,15,9,9,0,0,4002.4294124657517,1.4960520089175882,-0.157567672711145,0,0.0642725003381733,0,0,0,0,29
109,263,43,0,15,9,9,0,0,4110.476818391629,0.4401398329382024,1.03776585639887,0,0.0642725003381733,0,0,0,0,29
110,5218,47,11,15,9,9,0,0,3806.1337743280255,1.2342747299993069,-0.5968782859737989,0,0.0642725003381733,0,0,0,0,29
111,5194,35,11,16,9,9,0,1,5960.7177413332265,3.524856947639017,-0.321032086948412,0,0.0642725003381733,0,0,0,0,29
112,1880,46,11,16,9,9,0,1,6767.612797041556,3.920058235846233,-0.321032086948412,0,0.0642725003381733,0,0,0,0,29
113,3063,18,3,16,9,9,0,0,4712.076490252728,1.5747008278935588,0.976466701059892,0,0.0642725003381733,0,0,0,0,29
114,2815,30,11,16,9,9,0,1,6822.839992478862,2.0326215650691832,-0.382331242287386,0,0.0642725003381733,0,0,0,0,29
115,2815,30,11,16,9,9,0,1,6822.839992478862,2.0326215650691832,-0.382331242287386,0,0.0642725003381733,0,0,0,0,29
116,2359,22,11,16,9,9,0,1,5935.136705531882,10.16457223885572,-0.0962685173721699,0,0.0642725003381733,0,0,0,0,29
117,5466,23,3,16,9,9,0,1,5434.347643592349,6.129019295062643,0.414557777119288,0,0.0642725003381733,0,0,0,0,29
118,6481,22,15,16,9,9,0,0,5951.889629087128,1.5061581254132652,-0.208650302160291,0,0.0642725003381733,0,0,0,0,29
119,850,22,16,16,9,9,0,1,5910.187051729416,4.892494178770363,-0.269949457499266,0,0.0642725003381733,0,0,0,0,29
120,3500,49,16,16,9,9,0,1,5977.777645305165,6.5855984969375125,0.0774124227549258,0,0.0642725003381733,0,0,0,0,29
121,4038,42,11,1,9,10,0,1,5668.598539164928,4.414722096469085,0.813002286822626,0,0.0642725003381733,0,0,0,0,16
122,2688,15,15,1,9,10,0,1,5484.047851306463,5.070747982721048,0.0161132674159509,0,0.621720938329725,0,0,0,0,16
123,2688,15,15,1,9,10,0,1,5484.047851306463,5.070747982721048,0.0161132674159509,0,0.621720938329725,0,0,0,0,16
124,2688,15,15,1,9,10,0,1,5484.047851306463,5.070747982721048,0.0161132674159509,0,0.621720938329725,0,0,0,0,16
125,1786,4,8,1,9,10,0,1,3666.4074565310466,3.905432805441942,-0.208650302160291,0,0.0642725003381733,0,0,0,0,16
126,3973,1,11,2,9,10,0,0,5165.491586296811,1.2153512925843704,0.6393213466955301,0,-2.67070889855788,0,1,0,0,19
127,3494,4,11,2,9,10,0,0,3268.558640682031,0.08298485794823507,0.12849505220407198,0,-0.7719001566491541,0,0,0,0,19
128,6156,22,13,2,9,10,0,1,5737.780117023503,1.635298457394447,-1.10770458046526,0,-0.7719001566491541,0,0,0,0,19
129,838,37,11,2,9,10,0,1,3830.166116437509,3.266303733225901,-0.382331242287386,0,0.0642725003381733,0,0,0,0,19
130,4958,34,13,2,9,10,0,1,6269.656694938417,6.2137710257213845,-0.94424016622799,0,0.0642725003381733,0,0,0,0,19
131,4958,34,13,2,9,10,0,1,6269.656694938417,6.2137710257213845,-0.94424016622799,0,0.0642725003381733,0,0,0,0,19
132,4958,34,13,2,9,10,0,1,6269.656694938417,6.2137710257213845,-0.94424016622799,0,0.0642725003381733,0,0,0,0,19
133,4958,34,13,2,9,10,0,1,6269.656694938417,6.2137710257213845,-0.94424016622799,0,0.0642725003381733,0,0,0,0,19
134,4958,34,13,2,9,10,0,1,6269.656694938417,6.2137710257213845,-0.94424016622799,0,0.0642725003381733,0,0,0,0,19
135,4958,34,13,2,9,10,0,1,6269.656694938417,6.2137710257213845,-0.94424016622799,0,0.0642725003381733,0,0,0,0,19
136,4958,34,13,2,9,10,0,1,6269.656694938417,6.2137710257213845,-0.94424016622799,0,0.0642725003381733,0,0,0,0,19
137,4958,34,13,2,9,10,0,1,6269.656694938417,6.2137710257213845,-0.94424016622799,0,0.0642725003381733,0,0,0,0,19
138,4958,34,13,2,9,10,0,1,6269.656694938417,6.2137710257213845,-0.94424016622799,0,0.0642725003381733,0,0,0,0,19
139,4958,34,13,2,9,10,0,1,6269.656694938417,6.2137710257213845,-0.94424016622799,0,0.0642725003381733,0,0,0,0,19
140,4958,34,13,2,9,10,0,1,6269.656694938417,6.2137710257213845,-0.94424016622799,0,0.0642725003381733,0,0,0,0,19
141,4958,34,13,2,9,10,0,1,6269.656694938417,6.2137710257213845,-0.94424016622799,0,0.0642725003381733,0,0,0,0,19
142,4958,34,13,2,9,10,0,1,6269.656694938417,6.2137710257213845,-0.94424016622799,0,0.0642725003381733,0,0,0,0,19
143,4958,34,13,2,9,10,0,1,6269.656694938417,6.2137710257213845,-0.94424016622799,0,0.0642725003381733,0,0,0,0,19
144,4958,34,13,2,9,10,0,1,6269.656694938417,6.2137710257213845,-0.94424016622799,0,0.0642725003381733,0,0,0,0,19
145,4958,34,13,2,9,10,0,1,6269.656694938417,6.2137710257213845,-0.94424016622799,0,0.0642725003381733,0,0,0,0,19
146,4958,34,13,2,9,10,0,1,6269.656694938417,6.2137710257213845,-0.94424016622799,0,0.0642725003381733,0,0,0,0,19
147,4958,34,13,2,9,10,0,1,6269.656694938417,6.2137710257213845,-0.94424016622799,0,0.0642725003381733,0,0,0,0,19
148,4958,34,13,2,9,10,0,1,6269.656694938417,6.2137710257213845,-0.94424016622799,0,0.0642725003381733,0,0,0,0,19
149,4958,34,13,2,9,10,0,1,6269.656694938417,6.2137710257213845,-0.94424016622799,0,0.0642725003381733,0,0,0,0,19
150,224,37,16,2,9,10,0,1,3835.806521019516,3.931343334962397,0.0774124227549258,0,0.0642725003381733,0,0,0,0,19
151,258,16,11,2,9,10,0,1,4679.908896835049,4.208822644464789,0.302175992331167,0,0.0642725003381733,0,0,0,0,19
152,3973,43,11,2,9,10,0,1,4280.5262708515775,6.0972927797677725,0.526939561907409,0,0.0642725003381733,0,0,0,0,19
153,1899,2,11,2,9,10,0,0,4813.0634944684025,0.5244558381936412,0.526939561907409,0,0.0642725003381733,0,0,0,0,19
154,6512,34,11,3,9,10,0,0,6540.199361873308,0.3596540795765069,-0.4947130270755071,0,1.45789359531705,0,0,0,0,24
155,1832,4,11,3,9,10,0,1,3698.2620581274373,4.561271213712733,-0.392547768177216,0,0.0642725003381733,0,0,0,0,24
156,6696,4,11,3,9,10,0,1,3267.134507756758,1.8113996691537548,-0.157567672711145,0,0.0642725003381733,0,0,0,0,24
157,5741,48,11,4,9,10,0,1,5498.79382669453,3.219581437268176,-0.5968782859737989,0,0.0642725003381733,0,0,0,0,21
158,1511,5,11,4,9,10,0,0,4377.30884693421,0.933428161752825,-1.34268467593133,0,0.0642725003381733,0,0,0,0,21
159,2390,4,16,4,9,10,0,0,3760.018011283517,1.2390459019849125,-0.4334138717365321,0,0.0642725003381733,0,0,0,0,21
160,5851,24,8,5,9,10,0,0,4898.64766416365,1.2910515690061335,-0.188217250380632,1,-1.62549307732372,0,0,0,0,16
161,5133,33,15,5,9,10,0,0,3816.4934062475336,1.2053657996372005,0.353258621780313,0,0.0642725003381733,0,0,0,0,16
162,1428,43,8,5,9,10,0,0,4347.593151041728,0.2461124874353197,0.4656404065684339,0,0.0642725003381733,0,0,0,0,16
163,263,23,3,6,9,10,0,0,5373.171769551547,0.9730005811703732,0.220443785212534,0,0.0642725003381733,0,0,0,0,18
164,6232,4,15,6,9,10,0,0,3787.5044195951473,1.5913868997739786,-1.8228613927533,0,0.0642725003381733,0,0,0,0,18
165,4265,22,3,6,9,10,0,1,5815.766562230864,8.91043425771889,0.7517031314836501,0,-0.493175937653378,0,0,0,0,18
166,4849,4,11,6,9,10,0,1,3711.1896489665364,3.9101244231950782,0.322609044110826,0,0.0642725003381733,0,0,0,0,18
167,544,15,6,6,9,10,0,0,5510.179801045086,1.3961940491672409,0.353258621780313,0,0.0642725003381733,0,0,0,0,18
168,2768,11,16,7,9,10,0,0,1743.9950875532816,0.3805527247189253,1.26252942597511,0,0.0642725003381733,0,0,0,0,18
169,5397,4,11,7,9,10,0,1,3541.056634480044,3.992729632486772,-0.4334138717365321,0,0.0642725003381733,0,0,0,0,18
170,5369,4,10,7,9,10,0,1,3472.587768794089,2.2371817930259184,0.813002286822626,0,0.0642725003381733,0,0,0,0,18
171,208,4,3,7,9,10,0,1,3323.247192765624,3.5060498674357463,0.6393213466955301,0,0.0642725003381733,0,0,0,0,18
172,6722,34,11,7,9,10,0,1,6285.833690565471,2.645031423144004,-1.1179211063550902,0,0.0642725003381733,0,0,0,0,18
173,2735,9,11,8,9,10,0,1,5303.384798147717,5.699910555268412,1.03776585639887,0,-0.214451718657603,0,0,0,0,18
174,1637,23,3,8,9,10,0,1,5446.102743136151,9.68804671995642,0.424774303009117,0,0.0642725003381733,0,0,0,0,18
175,4766,3,11,8,9,10,0,0,3450.0506065094623,1.3334266934831207,0.9356005975005748,0,2.8689349539831697,0,0,0,0,18
176,738,3,10,8,9,10,0,1,3413.763528002285,10.310227961432062,0.833435338602284,0,2.8689349539831697,0,0,0,0,18
177,913,3,11,8,9,10,0,1,3405.9394594099795,2.4466841457021253,0.6291048208057011,0,0.0642725003381733,0,0,0,0,18
178,6112,3,16,8,9,10,0,1,3449.5649686961187,3.008031239210447,1.21144679652596,0,0.0642725003381733,0,0,0,0,18
179,3934,1,11,8,9,10,0,1,4935.686613877794,5.518768838323177,0.925384071610746,0,0.0642725003381733,0,0,0,0,18
180,3432,31,13,8,9,10,0,0,6545.609658692013,0.8609714103969854,0.0774124227549258,0,-0.493175937653378,0,0,0,0,18
181,6442,12,11,8,9,10,0,0,5141.1935543789,0.9837649037788262,-0.290382509278924,0,0.0642725003381733,0,0,0,0,18
182,4142,42,6,9,9,10,0,0,5321.7858609507675,2.0586402521514064,0.414557777119288,1,0.0642725003381733,0,0,0,0,18
183,3970,4,8,9,9,10,0,1,3273.211376677029,1.9134482966725384,0.414557777119288,0,0.0642725003381733,0,0,0,0,18
184,6281,23,11,9,9,10,0,1,5697.545286395136,3.4117294441890955,-1.72069613385501,0,0.0642725003381733,0,0,0,0,18
185,3903,9,11,9,9,10,0,1,5019.456660180301,2.7172792352521,0.925384071610746,0,-0.7719001566491541,0,0,0,0,18
186,3172,4,3,9,9,10,0,1,3286.7972083333843,3.0022461000105696,0.0774124227549258,0,0.0642725003381733,0,0,0,0,18
187,1854,36,11,9,9,10,0,1,4524.819105901864,6.252050852257423,-0.5968782859737989,0,0.0642725003381733,0,0,0,0,18
188,4654,43,16,9,9,10,0,1,4256.785997297657,9.169475015851928,-0.290382509278924,0,0.0642725003381733,0,0,0,0,18
189,5255,34,13,9,9,10,0,1,6538.756116532387,4.6166475189420515,0.12849505220407198,0,0.0642725003381733,0,0,0,0,18
190,3799,17,13,10,9,10,0,1,5663.542451568369,6.360896507251264,-0.6070948118636279,0,0.0642725003381733,0,0,0,0,24
191,1113,37,3,10,9,10,0,0,3840.034498112475,1.0855552065674556,-0.0451858879230241,0,0.0642725003381733,0,0,0,0,24
192,5525,47,16,10,9,10,0,0,3869.6855248386187,0.2196561747369401,-0.269949457499266,0,0.0642725003381733,0,0,0,0,24
193,6105,40,11,10,9,10,0,1,5732.03051672294,4.838520884166428,-0.0451858879230241,0,0.0642725003381733,0,0,0,0,24
194,2462,1,6,10,9,10,0,1,4943.826835825121,5.1792563535636535,0.526939561907409,0,0.0642725003381733,0,0,0,0,24
195,726,43,6,11,9,10,0,1,3868.525991971663,7.161084374967562,0.8640849162717711,0,0.0642725003381733,0,0,0,0,28
196,1244,4,11,11,9,10,0,1,3608.930694650052,2.6982170708153324,-0.382331242287386,0,0.0642725003381733,0,0,0,0,28
197,5371,27,15,11,9,10,0,1,5806.68058537469,1.9088744982233208,0.833435338602284,0,0.0642725003381733,0,0,0,0,28
198,676,6,3,11,9,10,0,0,6623.750238006125,0.6690027924395081,0.302175992331167,0,0.0642725003381733,0,0,0,0,28
199,1577,20,15,11,9,10,0,1,6274.79583688451,3.1918811925355666,0.526939561907409,0,0.0642725003381733,0,0,0,0,28
200,5202,4,11,11,9,10,0,1,3284.1927760222497,3.4316568194040653,0.0161132674159509,0,0.0642725003381733,0,0,0,0,28
201,978,43,11,11,9,10,0,1,4311.870204684294,10.744428932899165,0.833435338602284,0,0.0642725003381733,0,0,0,0,28
202,51,32,8,11,9,10,0,0,3875.748483551639,1.4348254115351948,0.526939561907409,0,0.0642725003381733,0,0,0,0,28
203,3494,4,16,11,9,10,0,0,3268.558640682031,0.08298485794823507,0.12849505220407198,0,0.0642725003381733,0,0,0,0,28
204,1367,20,11,12,9,10,0,1,6284.7680290001135,2.1341415452714667,-0.4334138717365321,0,0.0642725003381733,0,0,0,0,28
205,4884,22,16,12,9,10,0,1,5914.589243532083,2.8234452516261594,-1.0668384769059398,0,0.0642725003381733,0,0,0,0,28
206,3506,17,6,12,9,10,0,0,5515.702374409521,0.8723240709446672,-0.0451858879230241,0,0.0642725003381733,0,0,0,0,28
207,6614,9,13,12,9,10,0,1,5507.348873243289,2.013545352063816,1.4362103661022,0,0.0642725003381733,0,0,0,0,28
208,4386,39,3,12,9,10,0,1,6783.864942429059,6.2293036296798245,-0.4947130270755071,0,0.0642725003381733,0,0,0,0,28
209,3573,48,11,12,9,10,0,0,5555.424953749761,0.8310337432300605,-1.17922026169406,0,0.0642725003381733,0,0,0,0,28
